Statistic,Year,Age_Group,Sex,Education_Level,Region,UNIT,Employment_Rate
Annual employment rate,2023,60 - 64 years,Female,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2023,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2023,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2023,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,47.6
Annual employment rate,2023,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,70.2
Annual employment rate,2023,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,41.7
Annual employment rate,2023,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,45.6
Annual employment rate,2023,60 - 64 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,
Annual employment rate,2023,60 - 64 years,Female,Tertiary education (Levels 5-8),Southern,%,66.6
Annual employment rate,2023,60 - 64 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,51.7
Annual employment rate,2024,20 - 24 years,Male,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,20 - 24 years,Male,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,20 - 24 years,Male,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,73.0
Annual employment rate,2024,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,68.6
Annual employment rate,2024,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,72.1
Annual employment rate,2024,20 - 24 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,
Annual employment rate,2024,20 - 24 years,Male,Tertiary education (Levels 5-8),Southern,%,80.3
Annual employment rate,2024,20 - 24 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,76.2
Annual employment rate,2024,20 - 24 years,Female,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,20 - 24 years,Female,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,20 - 24 years,Female,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,65.1
Annual employment rate,2024,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,62.2
Annual employment rate,2024,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,63.5
Annual employment rate,2024,20 - 24 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,
Annual employment rate,2024,20 - 24 years,Female,Tertiary education (Levels 5-8),Southern,%,86.8
Annual employment rate,2024,20 - 24 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,84.3
Annual employment rate,2024,25 - 29 years,Male,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,25 - 29 years,Male,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,25 - 29 years,Male,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,
Annual employment rate,2024,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,88.6
Annual employment rate,2024,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,84.1
Annual employment rate,2024,25 - 29 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,
Annual employment rate,2024,25 - 29 years,Male,Tertiary education (Levels 5-8),Southern,%,92.3
Annual employment rate,2024,25 - 29 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,92.4
Annual employment rate,2024,25 - 29 years,Female,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,25 - 29 years,Female,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,25 - 29 years,Female,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,
Annual employment rate,2024,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,
Annual employment rate,2024,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,70.9
Annual employment rate,2024,25 - 29 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,
Annual employment rate,2024,25 - 29 years,Female,Tertiary education (Levels 5-8),Southern,%,89.9
Annual employment rate,2024,25 - 29 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,85.2
Annual employment rate,2024,30 - 34 years,Male,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,30 - 34 years,Male,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,30 - 34 years,Male,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,
Annual employment rate,2024,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,80.5
Annual employment rate,2024,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,77.4
Annual employment rate,2024,30 - 34 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,
Annual employment rate,2024,30 - 34 years,Male,Tertiary education (Levels 5-8),Southern,%,97.3
Annual employment rate,2024,30 - 34 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,91.2
Annual employment rate,2024,30 - 34 years,Female,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,30 - 34 years,Female,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,30 - 34 years,Female,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,
Annual employment rate,2024,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,
Annual employment rate,2024,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,73.4
Annual employment rate,2024,30 - 34 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,
Annual employment rate,2024,30 - 34 years,Female,Tertiary education (Levels 5-8),Southern,%,83.0
Annual employment rate,2024,30 - 34 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,90.1
Annual employment rate,2024,35 - 39 years,Male,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,35 - 39 years,Male,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,35 - 39 years,Male,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,
Annual employment rate,2024,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,93.6
Annual employment rate,2024,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,88.3
Annual employment rate,2024,35 - 39 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,81.6
Annual employment rate,2024,35 - 39 years,Male,Tertiary education (Levels 5-8),Southern,%,97.7
Annual employment rate,2024,35 - 39 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,95.6
Annual employment rate,2024,35 - 39 years,Female,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,35 - 39 years,Female,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,35 - 39 years,Female,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,
Annual employment rate,2024,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,72.6
Annual employment rate,2024,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,71.6
Annual employment rate,2024,35 - 39 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,86.1
Annual employment rate,2024,35 - 39 years,Female,Tertiary education (Levels 5-8),Southern,%,86.6
Annual employment rate,2024,35 - 39 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,87.8
Annual employment rate,2024,40 - 44 years,Male,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,40 - 44 years,Male,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,40 - 44 years,Male,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,
Annual employment rate,2024,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,92.7
Annual employment rate,2024,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,95.1
Annual employment rate,2024,40 - 44 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,95.3
Annual employment rate,2024,40 - 44 years,Male,Tertiary education (Levels 5-8),Southern,%,92.6
Annual employment rate,2024,40 - 44 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,93.0
Annual employment rate,2024,40 - 44 years,Female,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,40 - 44 years,Female,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,40 - 44 years,Female,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,
Annual employment rate,2024,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,68.0
Annual employment rate,2024,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,75.7
Annual employment rate,2024,40 - 44 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,82.2
Annual employment rate,2024,40 - 44 years,Female,Tertiary education (Levels 5-8),Southern,%,88.5
Annual employment rate,2024,40 - 44 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,85.3
Annual employment rate,2024,45 - 49 years,Male,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,45 - 49 years,Male,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,45 - 49 years,Male,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,91.2
Annual employment rate,2024,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,89.4
Annual employment rate,2024,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,90.7
Annual employment rate,2024,45 - 49 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,95.3
Annual employment rate,2024,45 - 49 years,Male,Tertiary education (Levels 5-8),Southern,%,89.8
Annual employment rate,2024,45 - 49 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,95.3
Annual employment rate,2024,45 - 49 years,Female,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,45 - 49 years,Female,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,45 - 49 years,Female,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,
Annual employment rate,2024,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,76.3
Annual employment rate,2024,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,75.6
Annual employment rate,2024,45 - 49 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,91.7
Annual employment rate,2024,45 - 49 years,Female,Tertiary education (Levels 5-8),Southern,%,90.4
Annual employment rate,2024,45 - 49 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,83.1
Annual employment rate,2024,50 - 54 years,Male,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,50 - 54 years,Male,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,50 - 54 years,Male,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,76.8
Annual employment rate,2024,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,79.6
Annual employment rate,2024,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,73.2
Annual employment rate,2024,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,86.6
Annual employment rate,2024,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,83.8
Annual employment rate,2024,50 - 54 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,90.2
Annual employment rate,2024,50 - 54 years,Male,Tertiary education (Levels 5-8),Southern,%,94.5
Annual employment rate,2024,50 - 54 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,95.5
Annual employment rate,2024,50 - 54 years,Female,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,50 - 54 years,Female,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,50 - 54 years,Female,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,72.5
Annual employment rate,2024,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,67.7
Annual employment rate,2024,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,74.5
Annual employment rate,2024,50 - 54 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,82.7
Annual employment rate,2024,50 - 54 years,Female,Tertiary education (Levels 5-8),Southern,%,83.2
Annual employment rate,2024,50 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,86.8
Annual employment rate,2024,55 - 59 years,Male,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,55 - 59 years,Male,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,55 - 59 years,Male,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,74.0
Annual employment rate,2024,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,71.0
Annual employment rate,2024,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,77.9
Annual employment rate,2024,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,83.9
Annual employment rate,2024,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,88.7
Annual employment rate,2024,55 - 59 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,81.9
Annual employment rate,2024,55 - 59 years,Male,Tertiary education (Levels 5-8),Southern,%,86.2
Annual employment rate,2024,55 - 59 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,88.0
Annual employment rate,2024,55 - 59 years,Female,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,55 - 59 years,Female,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,55 - 59 years,Female,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,70.6
Annual employment rate,2024,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,70.0
Annual employment rate,2024,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,62.7
Annual employment rate,2024,55 - 59 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,89.1
Annual employment rate,2024,55 - 59 years,Female,Tertiary education (Levels 5-8),Southern,%,80.8
Annual employment rate,2024,55 - 59 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,84.8
Annual employment rate,2024,60 - 64 years,Male,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,60 - 64 years,Male,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,60 - 64 years,Male,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Southern,%,52.2
Annual employment rate,2024,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,68.2
Annual employment rate,2024,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,84.4
Annual employment rate,2024,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,67.7
Annual employment rate,2024,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,70.4
Annual employment rate,2024,60 - 64 years,Male,Tertiary education (Levels 5-8),Northern and Western,%,86.2
Annual employment rate,2024,60 - 64 years,Male,Tertiary education (Levels 5-8),Southern,%,67.5
Annual employment rate,2024,60 - 64 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,%,67.3
Annual employment rate,2024,60 - 64 years,Female,Less than primary (Level 0),Northern and Western,%,
Annual employment rate,2024,60 - 64 years,Female,Less than primary (Level 0),Southern,%,
Annual employment rate,2024,60 - 64 years,Female,Less than primary (Level 0),Eastern and Midland,%,
Annual employment rate,2024,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,%,
Annual employment rate,2024,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Southern,%,
Annual employment rate,2024,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,%,
Annual employment rate,2024,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,%,
Annual employment rate,2024,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,%,52.4
Annual employment rate,2024,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,%,49.7
Annual employment rate,2024,60 - 64 years,Female,Tertiary education (Levels 5-8),Northern and Western,%,
Annual employment rate,2024,60 - 64 years,Female,Tertiary education (Levels 5-8),Southern,%,56.3
Annual employment rate,2024,60 - 64 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,%,67.2
